-551.6992300049549,-551.1788070047397,-552.21965300517
-552.0338931653978,-551.5205404280983,-552.5472459026972
-552.3504863698462,-551.842672314255,-552.8583004254374
-552.618318638078,-552.1146959104192,-553.1219413657368
-552.640401484056,-552.1409427539766,-553.1398602141355
-552.4246817767335,-551.9304568268216,-552.9189067266453
-552.012970985858,-551.5254622555743,-552.5004797161417
-552.0386933181634,-551.5576638143827,-552.519722821944
-551.7999973031518,-551.3259489487817,-552.2740456575219
-552.0968268117316,-551.628767871996,-552.5648857514672
-552.0724872190949,-551.6103611798283,-552.5346132583616
-552.4601241546201,-552.0025643279072,-552.917683981333
-552.1430422625087,-551.6910072327,-552.5950772923175
-552.3746076337089,-551.9273023607664,-552.8219129066515
-552.1367719175045,-551.6948070465022,-552.5787367885067
-552.1688149280858,-551.7319987567737,-552.6056310993979
-552.3584364441238,-551.9261601056594,-552.7907127825881
-552.3810550970055,-551.9531883760407,-552.8089218179704
-552.5690555468918,-552.1449916278116,-552.9931194659721
-552.5489444565368,-552.128714632018,-552.9691742810555
-552.1843952485723,-551.7688752241437,-552.5999152730009
-551.9952383748468,-551.5846985053945,-552.4057782442992
-552.1983694327471,-551.7923131020291,-552.6044257634651
-552.5272313343119,-552.124817153181,-552.9296455154428
-552.8482820563635,-552.4485796745266,-553.2479844382003
-553.1180867632743,-552.720255387008,-553.5159181395405
-552.7694684566851,-552.374618452767,-553.1643184606032
-552.7214488850784,-552.3296952430875,-553.1132025270693
-552.5328710718134,-552.1446328607806,-552.9211092828461
-552.0471453360907,-551.6632190138068,-552.4310716583745
-551.9854135709936,-551.6057852685943,-552.3650418733929
-551.7887366040229,-551.4135180968774,-552.1639551111684
-551.8943334948286,-551.5233233688597,-552.2653436207976
-551.9798577169316,-551.6128718892397,-552.3468435446235
-551.9804075603139,-551.6173602943278,-552.3434548263
-552.1199763180582,-551.7606202996036,-552.4793323365128
-552.2005543835331,-551.8447121599887,-552.5563966070775
-552.3707569921286,-552.0181163665962,-552.7233976176609
-552.4465576562202,-552.0969471446642,-552.7961681677762
-552.4215006231057,-552.0749154638512,-552.7680857823601
-552.5823744340593,-552.2385059371688,-552.9262429309497
-552.4901607094965,-552.1491278422441,-552.831193576749
-552.5012309032998,-552.1629771146662,-552.8394846919333
-552.3383645586762,-552.0030816730732,-552.6736474442791
-552.5172141573192,-552.1846050868925,-552.849823227746
-552.6131254879838,-552.2830074985574,-552.9432434774102
-552.5287588758277,-552.2012300127984,-552.8562877388571
-552.4531254465841,-552.1282549306187,-552.7779959625494
-552.4680396432623,-552.1457694466084,-552.7903098399162
-552.7337318260729,-552.4136415366049,-553.0538221155409
-553.0295896876203,-552.7111451341196,-553.3480342411209
-552.9658427190698,-552.649165043998,-553.2825203941416
-553.0474171015513,-552.7323569834148,-553.3624772196879
-553.0592688966314,-552.7458081130834,-553.3727296801793
-553.1279978084102,-552.8160147663089,-553.4399808505116
-553.3138371139114,-553.0029846994186,-553.6246895284042
-553.4391699913298,-553.1292167375157,-553.7491232451439
-553.5082643325068,-553.1990992541101,-553.8174294109034
-553.5213908904088,-553.2130237624259,-553.8297580183918
-553.6115057300265,-553.3037850017967,-553.9192264582563
-553.495234361295,-553.1884350650121,-553.802033657578
-553.6041224783733,-553.2980585464555,-553.910186410291
-553.6547243735413,-553.349330032787,-553.9601187142956
-553.4672015974636,-553.1628653730161,-553.7715378219111
-553.3922534790718,-553.0891213991215,-553.695385559022
-553.3901312027618,-553.0882173211968,-553.6920450843269
-553.5276779465502,-553.2267625437605,-553.8285933493398
-553.5967193997012,-553.2967014133491,-553.8967373860534
-553.6998252028121,-553.4005444517617,-553.9991059538626
-553.7192859443918,-553.4207354153554,-554.0178364734282
-553.729660688628,-553.4318492097387,-554.0274721675172
-553.617004284248,-553.3201452973478,-553.9138632711481
-553.6848815795443,-553.388881430029,-553.9808817290595
-553.6126388475151,-553.3176303867104,-553.9076473083197
-553.6067237772647,-553.312728668136,-553.9007188863935
-553.7269837818772,-553.4338293954359,-554.0201381683185
-553.6254000371472,-553.333256624948,-553.9175434493463
-553.7504994027992,-553.459191298165,-554.0418075074333
-553.715791445316,-553.4253866487636,-554.0061962418683
-553.5186303030212,-553.2294116859774,-553.8078489200649
-553.5346930174089,-553.2466416012742,-553.8227444335437
-553.5538007285952,-553.2668940149446,-553.8407074422458
-553.6476260143113,-553.3617455775975,-553.9335064510251
-553.5724693073433,-553.2877160872102,-553.8572225274764
-553.3872576988027,-553.1038456131022,-553.6706697845033
-553.3925784482703,-553.1104953933633,-553.6746615031774
-553.3558361863346,-553.0751135884474,-553.6365587842218
-553.4299962821989,-553.1505499822881,-553.7094425821097
-553.3844505085696,-553.1063214598589,-553.6625795572802
-553.3316693824053,-553.0549014242382,-553.6084373405723
-553.3958000522132,-553.1203227242274,-553.671277380199
-553.4673044237846,-553.1930399234406,-553.7415689241287
-553.4683526451731,-553.1952949642667,-553.7414103260795
-553.3375170238379,-553.0657834875911,-553.6092505600847
-553.4018690328024,-553.1313925516291,-553.6723455139758
-553.4414238544449,-553.1721606291435,-553.7106870797463
-553.4713693108852,-553.2032851938327,-553.7394534279376
-553.3814597462444,-553.1146294384914,-553.6482900539975
-553.4941599989024,-553.2284752886005,-553.7598447092043
-553.4906012339095,-553.2260601697544,-553.7551422980646
-553.417784496703,-553.1544449790358,-553.6811240143702
-553.4857594174282,-553.2235558483744,-553.747962986482
-553.5628677525265,-553.3017259478685,-553.8240095571845
-553.498615647841,-553.2385882207305,-553.7586430749515
-553.5608074550263,-553.3018350398753,-553.8197798701773
-553.6715689423356,-553.4135473529606,-553.9295905317107
-553.7592553412475,-553.5021001184846,-554.0164105640104
-553.6880999116711,-553.4318790118432,-553.944320811499
-553.6953158996093,-553.4400215434842,-553.9506102557344
-553.7408920275839,-553.4864815639315,-553.9953024912362
-553.8829289359398,-553.6292673457518,-554.1365905261279
-553.8098267582385,-553.5569874021735,-554.0626661143035
-553.8327603214068,-553.5807231105726,-554.0847975322409
-553.8649202838052,-553.6136568956498,-554.1161836719606
-553.8876293086967,-553.6371207539249,-554.1381378634684
-553.843827257478,-553.5941157460448,-554.0935387689111
-553.7512279837094,-553.5023938509577,-554.0000621164612
-553.7314483916496,-553.483506131422,-553.9793906518771
-553.6464537538883,-553.3994669723822,-553.8934405353943
-553.6831281022314,-553.4370650421131,-553.9291911623498
-553.6845104353368,-553.4393665319446,-553.929654338729
-553.7530992243479,-553.5088188133259,-553.99737963537
-553.7943903706475,-553.5509390944235,-554.0378416468716
-553.8784837249083,-553.6357928597088,-554.1211745901078
-553.9366545876387,-553.6946763679928,-554.1786328072847
-553.9030312979022,-553.6617946498194,-554.144267945985
-553.8450648222845,-553.6046156249702,-554.0855140195988
-553.927201019175,-553.6874741011636,-554.1669279371863
-554.0186277942566,-553.7795493492301,-554.2577062392832
-554.0599847326778,-553.8215226349765,-554.298446830379
-554.0956423963075,-553.8577697301795,-554.3335150624356
-554.1756953060079,-553.9383470380609,-554.413043573955
-554.198776030639,-553.9619373714455,-554.4356146898325
-554.3620471174562,-554.1255761587852,-554.5985180761272
-554.3826858540251,-554.1465727542004,-554.6187989538498
-554.3707832582594,-554.1350485039158,-554.606518012603
-554.4169311426332,-554.1815411803979,-554.6523211048685
-554.4373370296956,-554.202282636424,-554.6723914229673
-554.4748574492867,-554.2401137658863,-554.709601132687
-554.6020470582938,-554.3675043562408,-554.8365897603468
-554.6002674610249,-554.3659405869205,-554.8345943351294
-554.6587053174477,-554.4245509926726,-554.8928596422228
-554.6310288622798,-554.3970869249439,-554.8649707996157
-554.5502544922557,-554.316610753755,-554.7838982307564
-554.4784529005842,-554.2451791257498,-554.7117266754186
-554.3749382595518,-554.1421264072081,-554.6077501118954
-554.3221331324064,-554.0898288703735,-554.5544373944393
-554.4834956915679,-554.2515759522777,-554.7154154308581
-554.5084621272224,-554.2769132712336,-554.7400109832112
-554.4756250639236,-554.2444802568444,-554.7067698710028
-554.6777543437547,-554.4468527262218,-554.9086559612876
-554.5991390305785,-554.3685565352688,-554.8297215258882
-554.7391580385691,-554.5087849243847,-554.9695311527536
-554.6469256475378,-554.4168498080412,-554.8770014870345
-554.71327266678,-554.4834477379268,-554.9430975956332
-554.7059505576555,-554.4763917868677,-554.9355093284432
-554.7139380263345,-554.48464761999,-554.943228432679
-554.6966029656874,-554.4676032612871,-554.9256026700876
-554.6603802462674,-554.4317072035008,-554.8890532890341
-554.7406534282118,-554.5122514368977,-554.9690554195258
-554.750868757871,-554.5227378408536,-554.9789996748884
-554.7027428986736,-554.47492782967,-554.9305579676771
-554.7220780050866,-554.494570893662,-554.9495851165112
-554.7386475620542,-554.5114427226434,-554.965852401465
-554.6489341189045,-554.4221033890283,-554.8757648487808
-554.5630704350227,-554.3366774878024,-554.7894633822431
-554.6062017295116,-554.3802209114109,-554.8321825476122
-554.6541025916122,-554.428505165382,-554.8797000178423
-554.7453346910737,-554.5200616324088,-554.9706077497386
-554.7923034056648,-554.5673269869953,-555.0172798243343
