1,1,0,35.555,1.93,2.1,0.25,0.09
1,2,0,33.734,1.93,2.1,0.25,0.09
1,3,0,32.247,1.93,2.1,0.25,0.09
1,4,0,30.964,1.93,2.1,0.25,0.09
1,5,0,32.52,1.92,2.11,0.25,0.09
1,6,0,35.593,2.59,2.71,0.25,0.09
1,7,0,37.322,5.06,3.49,0.25,0.09
1,8,0,37.594,2.94,3.49,0.25,0.09
1,9,0,33.859,2.2,2.86,0.25,0.09
1,10,0,28.866,0.35,2.91,0.2,0.09
1,11,0,26.484,0.67,5.7,0.1,0.09
1,12,0,24.911,0.95,7.55,0.1,0.09
1,13,0,23.633,0.67,8.52,0.1,0.09
1,14,0,22.992,0.09,13.73,0.09,0.09
1,15,0,24.473,1,11.23,0.09,0.09
1,16,0,29.332,1.59,3.58,0.25,0.09
1,17,0,43.096,11.01,3.48,3.42,0.09
1,18,0,49,6.07,1.94,0.26,0.11
1,19,0,57.047,8.2,1.5,6.25,0.11
1,20,0,50.536,3.99,1.79,1.21,0.11
1,21,0,50.799,5.56,1.51,3.61,0.11
1,22,0,46.962,5.3,1.94,2.34,0.1
1,23,0,44.959,7.69,2.46,3.61,0.09
1,24,0,37.244,3.76,2.43,0.25,0.09
2,1,0,35.956,2.32,2.38,0.25,0.09
2,2,0,33.627,2.47,2.38,0.25,0.09
2,3,0,33.496,2.47,2.38,0.25,0.09
2,4,0,32.136,2.47,2.38,0.25,0.09
2,5,0,34.31,2.47,2.39,0.25,0.09
2,6,0,42.545,5.95,3.01,2.21,0.09
2,7,0,37.827,5.78,3.74,3.59,0.09
2,8,0,39.857,5.34,3.66,3.59,0.09
2,9,0,35.125,3.33,3.6,1.58,0.09
2,10,0,30.156,1.51,3.6,0.25,0.09
2,11,0,28.704,0.27,3.73,0.25,0.09
2,12,0,26.162,0.21,5.22,0.2,0.09
2,13,0,25.188,0.13,5.94,0.1,0.09
2,14,0,24.151,1,6.29,0.1,0.09
2,15,0,25.521,0.1,5.68,0.1,0.09
2,16,0,29.241,1.5,4.09,0.25,0.09
2,17,0,42.986,7.87,3.65,5.09,0.09
2,18,0,50.128,15.01,2.78,9.4,0.1
2,19,0,50.134,11.11,2.56,8.4,0.1
2,20,0,45.237,5.33,1.3,3.59,0.1
2,21,0,43.868,2.46,1.29,0.71,0.1
2,22,0,42.463,6.09,3.37,3.59,0.09
2,23,0,45.109,12,2.95,3.59,0.09
2,24,0,36.046,3.37,2.95,0.26,0.09
3,1,0,33.699,2.27,2.14,0.25,0.09
3,2,0,31.68,2.28,2.14,0.25,0.09
3,3,0,31.287,2.28,2.14,0.25,0.09
3,4,0,30.686,1.9,2.39,0.2,0.09
3,5,0,31.56,2.27,2.14,0.25,0.09
3,6,0,34.347,2.28,2.14,0.25,0.09
3,7,0,31.696,2.21,3.23,0.25,0.09
3,8,0,31.919,2.22,3.22,0.25,0.09
3,9,0,31.533,2.22,2.97,0.25,0.09
3,10,0,28.517,0.23,3.02,0.18,0.09
3,11,0,27.112,2.07,7.08,0.1,0.09
3,12,0,26.133,1.59,7.61,0.1,0.09
3,13,0,25.347,1,7.77,0.09,0.09
3,14,0,23.358,0.09,0,0.09,0.09
3,15,0,24.835,0.1,5.9,0.1,0.09
3,16,0,28.156,1.49,3.5,0.25,0.09
3,17,0,41.712,6.13,6.05,0.26,0.09
3,18,0,53.788,10.85,1.87,8,0.1
3,19,0,55.854,9.23,1.33,7.26,0.1
3,20,0,46.8,6.47,2.26,3.62,0.1
3,21,0,48.366,7.5,1.87,3.62,0.1
3,22,0,42.249,9.65,3.39,3.62,0.09
3,23,0,39.949,7.87,2.94,3,0.09
3,24,0,34.575,2.32,2.13,0.25,0.09
4,1,0,33.184,2.32,2.01,0.25,0.09
4,2,0,31.28,2.01,2.01,0.2,0.09
4,3,0,31.09,1.89,2.02,0.2,0.09
4,4,0,31.149,2.08,2.02,0.2,0.09
4,5,0,31.431,2.32,2.17,0.25,0.09
4,6,0,32.533,2.32,2.02,0.25,0.09
4,7,0,31.515,2.3,2.89,0.25,0.09
4,8,0,31.468,2.22,2.88,0.25,0.09
4,9,0,30.645,1.5,2.5,0.25,0.09
4,10,0,28.467,0.17,3.6,0.1,0.09
4,11,0,26.773,0.32,5.39,0.1,0.09
4,12,0,25.504,1,7.64,0.09,0.09
4,13,0,24.275,1,1.63,0.09,0.09
