1,1,1,35.484,0,0,0,0
1,1,2,36.678,0,0,0,0
1,1,3,40.233,0,0,0,0
1,1,4,40.614,0,0,0,0
1,1,5,40.614,0,0,0,0
1,1,6,40.758,0,0,0,0
1,1,7,40.045,0,0,0,0
1,1,8,40.045,0,0,0,0
1,1,9,40.045,0,0,0,0
1,1,10,40.134,0,0,0,0
1,1,11,40.13,0,0,0,0
1,1,12,39.883,0,0,0,0
1,2,1,40.703,0,0,0,0
1,2,2,40.699,0,0,0,0
1,2,3,40.699,0,0,0,0
1,2,4,40.678,0,0,0,0
1,2,5,40.678,0,0,0,0
1,2,6,40.596,0,0,0,0
1,2,7,40.513,0,0,0,0
1,2,8,40.513,0,0,0,0
1,2,9,40.513,0,0,0,0
1,2,10,40.137,0,0,0,0
1,2,11,40.378,0,0,0,0
1,2,12,40.378,0,0,0,0
1,3,1,48.763,0,0,0,0
1,3,2,48.763,0,0,0,0
1,3,3,48.763,0,0,0,0
1,3,4,48.604,0,0,0,0
1,3,5,48.604,0,0,0,0
1,3,6,48.575,0,0,0,0
1,3,7,48.513,0,0,0,0
1,3,8,48.513,0,0,0,0
1,3,9,48.513,0,0,0,0
1,3,10,41.643,0,0,0,0
1,3,11,40.563,0,0,0,0
1,3,12,40.563,0,0,0,0
1,4,1,48.962,0,0,0,0
1,4,2,48.962,0,0,0,0
1,4,3,48.962,0,0,0,0
1,4,4,48.898,0,0,0,0
1,4,5,48.655,0,0,0,0
1,4,6,48.626,0,0,0,0
1,4,7,48.85,0,0,0,0
1,4,8,48.85,0,0,0,0
1,4,9,48.85,0,0,0,0
1,4,10,48.864,0,0,0,0
1,4,11,48.864,0,0,0,0
1,4,12,45.646,0,0,0,0
1,5,1,40.735,0,0,0,0
1,5,2,37.251,0,0,0,0
1,5,3,37.044,0,0,0,0
1,5,4,37.176,0,0,0,0
1,5,5,39.039,0,0,0,0
1,5,6,37.135,0,0,0,0
1,5,7,40.382,0,0,0,0
1,5,8,40.382,0,0,0,0
1,5,9,40.382,0,0,0,0
1,5,10,40.231,0,0,0,0
1,5,11,40.231,0,0,0,0
1,5,12,40.231,0,0,0,0
1,6,1,35.713,0,0,0,0
1,6,2,35.713,0,0,0,0
1,6,3,35.713,0,0,0,0
1,6,4,36.987,0,0,0,0
1,6,5,37.105,0,0,0,0
1,6,6,39.184,0,0,0,0
1,6,7,39.204,0,0,0,0
1,6,8,40.304,0,0,0,0
1,6,9,40.308,0,0,0,0
1,6,10,41.104,0,0,0,0
1,6,11,45.579,0,0,0,0
1,6,12,48.631,0,0,0,0
1,7,1,40.977,0,0,0,0
1,7,2,45.556,0,0,0,0
1,7,3,48.588,0,0,0,0
1,7,4,41.222,0,0,0,0
1,7,5,45.718,0,0,0,0
1,7,6,45.695,0,0,0,0
1,7,7,45.732,0,0,0,0
1,7,8,48.827,0,0,0,0
1,7,9,48.827,0,0,0,0
1,7,10,48.774,0,0,0,0
1,7,11,48.774,0,0,0,0
1,7,12,48.774,0,0,0,0
1,8,1,45.54,0,0,0,0
1,8,2,45.54,0,0,0,0
1,8,3,45.524,0,0,0,0
1,8,4,47.915,0,0,0,0
1,8,5,45.449,0,0,0,0
1,8,6,41.689,0,0,0,0
1,8,7,45.403,0,0,0,0
1,8,8,40.35,0,0,0,0
1,8,9,39.154,0,0,0,0
1,8,10,36.083,0,0,0,0
1,8,11,36.083,0,0,0,0
1,8,12,36.083,0,0,0,0
1,9,1,35.57,0,0,0,0
1,9,2,37.229,0,0,0,0
1,9,3,35.525,0,0,0,0
1,9,4,29.739,0,0,0,0
1,9,5,30.664,0,0,0,0
1,9,6,29.329,0,0,0,0
1,9,7,29.797,0,0,0,0
1,9,8,29.342,0,0,0,0
1,9,9,29.342,0,0,0,0
1,9,10,29.285,0,0,0,0
1,9,11,28.134,0,0,0,0
1,9,12,27.922,0,0,0,0
1,10,1,28.42,0,0,0,0
1,10,2,27.695,0,0,0,0
1,10,3,26.796,0,0,0,0
1,10,4,27.72,0,0,0,0
1,10,5,27.72,0,0,0,0
1,10,6,27.204,0,0,0,0
1,10,7,26.85,0,0,0,0
1,10,8,26.85,0,0,0,0
1,10,9,25.98,0,0,0,0
1,10,10,25.416,0,0,0,0
1,10,11,25.177,0,0,0,0
1,10,12,24.334,0,0,0,0
1,11,1,25.259,0,0,0,0
1,11,2,25.259,0,0,0,0
1,11,3,25.49,0,0,0,0
1,11,4,25.422,0,0,0,0
1,11,5,25.79,0,0,0,0
1,11,6,25.414,0,0,0,0
1,11,7,25.436,0,0,0,0
1,11,8,22.601,0,0,0,0
1,11,9,22.263,0,0,0,0
1,11,10,21.742,0,0,0,0
1,11,11,21.002,0,0,0,0
1,11,12,19.608,0,0,0,0
1,12,1,22.686,0,0,0,0
1,12,2,24.988,0,0,0,0
1,12,3,25.176,0,0,0,0
1,12,4,25.199,0,0,0,0
1,12,5,25.648,0,0,0,0
1,12,6,25.264,0,0,0,0
1,12,7,25.13,0,0,0,0
1,12,8,24.989,0,0,0,0
1,12,9,25.13,0,0,0,0
1,12,10,25.035,0,0,0,0
1,12,11,25.035,0,0,0,0
1,12,12,25.264,0,0,0,0
1,13,1,26.91,0,0,0,0
1,13,2,26.91,0,0,0,0
1,13,3,25.192,0,0,0,0
1,13,4,25.474,0,0,0,0
1,13,5,25.243,0,0,0,0
1,13,6,25.238,0,0,0,0
