Data,Time/Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365
1,00:05:00,138.0730704,154.4666051,182.2384079,170.6422713,136.708084,141.1715199,115.5764456,138.8804819,170.3183579,126.4719279,118.4525282,103.9524219,92.68527515,253.4531951,111.7850992,150.6276326,205.732129,59.14442913,125.4881314,121.3953565,97.13018428,168.7081372,208.4809529,216.5934088,142.3186941,178.0165782,153.5833613,181.1924139,150.9320326,132.5326938,157.3498759,146.5171742,144.0847925,111.6715921,22.69815866,158.4597235,140.5954884,148.6856202,186.1450404,179.0902583,74.18527097,185.0819251,146.9589771,216.3939089,159.8963311,85.30539495,106.7665557,156.5736886,174.127951,89.50592217,112.8122702,73.2288286,164.1585362,135.4328241,172.0281999,103.3235867,111.7797909,129.4878959,132.4593888,146.9163709,202.0565276,71.74381146,158.2757476,166.1687401,148.5278632,85.39952564,152.2594717,57.01708124,94.61788131,190.8618044,159.5018815,47.21746988,176.2072922,163.4935364,156.9033525,149.1126136,164.1171408,158.4088594,147.8585134,80.96543458,192.9592908,144.6421244,60.4899992,134.9121952,89.13379084,135.7808804,148.5144596,182.4216956,208.0409587,130.877372,133.4882169,101.1253249,177.3716995,197.5454971,112.1475907,81.22391323,162.3969049,137.3456448,127.8299239,149.1587627,137.7937024,161.2357372,176.9414872,221.4380517,89.13614627,112.8509573,124.8332942,97.30273976,125.0889285,45.27648266,131.7138113,113.6567322,77.97329967,127.8550075,160.3078365,152.9963599,120.079202,164.1436041,177.6214081,111.1087475,138.3894846,121.5547733,150.8487153,122.0839074,90.44878494,180.2333621,170.2653956,202.4571772,133.0513904,106.584514,165.3644737,149.5990041,159.8955448,105.83269,130.7971179,49.67246615,130.4061383,143.1946479,192.9107817,147.027206,78.78382914,59.00707386,87.38003242,70.0469441,159.6193796,112.5123841,85.65370173,127.5157929,135.0432845,176.8744241,78.58139247,108.1347342,138.6168151,141.7959014,119.486202,126.1782961,125.9872043,128.5954131,209.301945,83.69351335,85.03338337,111.0377601,181.4315645,258.8695012,180.8084798,171.5083512,144.2103755,148.165709,42.39273518,98.94933191,110.8285936,151.1247577,134.6058081,97.38038881,144.6362747,152.8222953,199.256956,110.3428618,141.0849062,92.57061891,167.4334538,134.875002,96.41059757,19.76537056,59.73856692,80.35226213,92.83501884,70.90971968,108.1054676,97.66531472,43.03558896,77.72752425,65.49382549,106.6856911,98.9882097,52.42283305,113.8704821,90.54033661,98.2868127,90.09960516,109.2426829,73.21544205,56.20073423,67.08971619,67.29120966,91.51385952,79.55423745,52.95767541,71.73001308,129.1012414,78.06994205,107.4460968,80.17311355,114.8667353,97.40397733,119.2354256,82.39695373,73.04827383,108.2427392,95.71775688,71.13322194,112.9509437,112.8000066,49.06174189,116.0510752,86.52865396,64.14168132,86.04963853,103.7809502,30.68661544,95.07433862,86.47120031,86.12974553,105.1329208,90.72090427,67.08259065,95.44539064,68.07233113,65.3377061,82.26902195,66.1829007,65.66765534,87.19126557,76.28336834,125.0258473,96.00598635,143.4221336,76.19305065,51.56140745,52.64435079,103.865981,68.62431081,80.46643581,87.51748688,31.48173981,114.0072912,87.47650746,114.0955624,87.1435162,62.80870047,88.98016375,129.5057716,96.12652517,20.93573205,103.1765808,39.50989603,54.75913264,62.60118659,34.70126306,24.15224532,92.94606451,106.5051214,80.69722392,52.84373191,74.50317083,59.85519547,63.29895416,102.9475031,47.17208189,112.9015702,77.49631913,38.34503517,54.73532944,77.74193906,109.3654685,72.11096054,64.3415477,84.47094968,104.1413078,117.1555684,103.4747466,82.99832523,79.77522741,97.46808429,128.842991,63.07540856,91.61009844,81.91247589,95.55679915,96.12495143,79.62461929,86.63430938,51.30882612,94.49212911,77.56577042,118.7539808,81.80611723,74.73954397,50.86124038,60.24728276,63.1610888,81.33498598,71.30336644,112.3867991,91.13397589,79.93025868,118.1994747,67.71794279,99.93783232,88.04058073,47.3287418,39.35913452,67.56731758,62.55537176,90.79945257,70.55966863,81.25012796,32.81553711,58.74426811,92.89183658,105.2058797,107.7660714,111.0560457,75.09413702,92.24456967,105.4877018,40.09993871,100.9611895,69.31427249,83.36874907,72.74382511,48.61979257,56.74707686,40.05477365,88.56791882,143.1499968,74.21771387,102.058223,88.94175426,49.65351567,103.7350846,81.81965344,101.0019542,93.73603013,55.23431275,90.63102984,128.682194,78.16714468,121.6980336,103.1480262,93.06091058,46.22167501,52.34627171,67.9997176,53.03174369
2,00:10:00,145.0423148,122.6179877,24.2130268,111.3351925,118.563976,70.92380803,133.4810091,138.2483833,114.4688594,144.9559286,80.96086489,110.0504067,56.07017256,131.885221,95.82764794,91.08554931,89.08195198,213.7221351,143.0543133,114.9352506,127.8294615,135.8382829,93.05060839,116.8152254,63.76476644,109.6471955,123.2068155,63.78476509,66.40798437,53.29035411,142.9633074,115.9526062,76.97834823,112.9011401,69.52141204,72.10891224,137.7025835,175.8520064,135.9664645,107.7345042,124.601757,110.1022588,39.08378952,136.5568736,144.9512438,78.25394833,45.845457,88.67659818,74.49550337,142.4815414,113.0603327,89.66070172,126.9227229,179.1468431,116.567211,123.1393742,72.70859075,137.3230383,196.584763,96.63313782,144.8303383,83.76091597,165.909821,37.83359017,44.70404694,134.061099,46.58695828,127.0024626,72.11048672,118.6525583,72.10550337,101.6287913,97.06178379,47.06670023,158.8344327,176.9799767,102.6242804,150.7675761,57.28353512,116.9905919,128.475056,112.7612677,116.5326394,174.913479,89.46258747,138.3180972,70.74241118,154.9999785,116.4787235,167.3895009,145.2529236,61.9051405,75.60187398,91.27526367,65.19841092,60.7491878,77.7854313,46.59762371,71.18411985,77.32767041,46.96982772,12.20773069,68.45481501,60.09360311,82.78056804,71.24201345,63.35716349,60.08159464,45.41443737,85.0296034,72.01399321,58.38958432,75.65694386,47.70456021,79.9320887,85.84477946,24.79827908,78.42696342,88.63947551,56.41549767,56.32623063,51.93911791,69.75781855,53.05846522,73.44758995,87.38057996,59.10094285,37.19238082,27.14218041,49.65081357,45.62585783,66.61635857,66.10901716,38.3041728,74.22786155,28.85483883,81.64088346,53.83559936,54.38636405,59.44534005,78.90718626,49.61732519,67.24938492,95.9222963,30.58706385,77.49404968,51.87580501,53.25340239,61.29670979,70.02632743,44.66691727,74.52267416,36.66869074,56.03615658,38.70030732,64.62839211,31.42638556,75.88735333,49.20211309,69.77415782,73.54606823,80.9890581,63.88923151,90.39002711,62.94739042,41.48550914,50.31292974,83.37888349,93.86677027,61.75621538,46.42184753,26.51379456,61.75032941,44.94261611,60.40836435,14.33854378,53.04620963,61.28229532,68.8207791,44.57450425,60.8271181,47.89998841,57.12666783,85.16390412,57.9861683,112.2597436,66.93600651,15.02877404,60.23434317,22.08782862,84.57070339,71.85835645,89.05507165,46.56310953,44.10359997,101.2936695,65.75994323,84.28556063,24.68198666,92.29958078,95.3195114,102.4437009,83.17089001,63.00572396,83.77171463,87.91822631,90.6963388,80.33327219,46.97753278,75.42344759,65.97497754,70.26505268,112.4672198,67.68028612,111.2070688,83.86853208,42.59758624,84.40641571,73.90197772,68.0979752,96.32745526,95.04896883,77.90691663,90.51027522,111.8307075,93.27183942,76.87618825,68.71072409,77.33792503,75.21293209,55.64414383,49.34026086,69.10688146,64.09432826,74.27931344,39.67830132,113.8723837,79.19521866,86.93403306,62.41732956,62.83645158,81.16270731,49.26201397,58.94690854,75.94842061,64.26371985,137.9493028,61.58580873,73.94126416,113.6478457,61.23012036,60.74090845,75.91875588,51.56992421,57.92157051,56.11062749,76.06094075,63.46792711,83.25682916,71.48812661,86.78644644,80.00571214,77.6275145,77.916558,96.14776363,103.5871749,39.65873829,55.2136593,95.7744494,79.54290172,65.63039083,55.25027172,104.2381131,54.93785276,41.34711125,75.78098801,81.01472453,32.08882234,48.71599989,63.64683828,67.89950649,29.63619027,60.91073702,59.10888853,95.70364862,92.5340455,90.95612412,59.37190039,51.67833752,80.91482898,26.1611659,52.90666692,44.4215381,75.19836543,63.71956648,90.81117072,104.9319066,38.2257172,98.64429156,70.2963321,106.8987539,80.31504501,61.46140079,109.741517,46.93444726,36.07719167,87.10389089,84.43658381,111.9811135,81.97271558,78.29798224,80.98679925,70.97106286,72.8349672,95.60160073,65.68254809,52.35652754,78.76284676,41.67256577,87.98050577,72.68771932,26.68367089,78.16023696,100.230525,69.49058164,103.719985,65.77857762,92.40345804,40.94876949,89.11406271,59.19538651,102.4311825,69.87142616,93.84317562,63.94810201,47.47476586,86.88160005,58.14824904,71.55854817,69.9241895,48.51843777,54.35724864,70.27225721,96.04007468,75.34212996,130.4197191,97.54687037,84.77474306,67.12137244,71.20672476,76.25772071,85.94789691,79.83268797,93.76822347,31.88014372,62.17371165,100.370541,72.96049386,78.694262,107.4502824,20.76193924,69.14045455,70.89569974,99.40656298,72.63527577
3,00:15:00,103.7074085,75.05764609,126.9592675,20.19433218,67.93614209,66.19835973,81.77191805,46.96045118,56.31991045,81.81081947,57.37533828,99.69800138,120.8509486,57.70557039,103.9071566,64.61414013,31.9557488,53.56290567,87.12355733,87.15322682,89.89252555,48.29097824,84.9195644,87.11252872,39.73707794,90.70666949,47.08128772,61.55975123,117.8331129,102.0829504,64.03832883,83.95709842,95.9052069,48.17560041,72.98791676,79.52210666,77.10411432,59.43035017,64.9638507,62.27358457,104.529611,85.09464318,96.16851295,107.216396,91.97880011,35.18713289,66.10453873,76.3438502,107.0874116,114.6005205,49.0715672,83.24885227,87.46884989,84.18115582,127.3926321,83.18574214,81.83768778,93.26069424,83.9711399,45.37525305,98.1518378,66.84513723,77.89127018,62.56107132,87.0118695,67.17681953,33.62123927,79.00286922,92.75482256,69.99615895,56.73122048,59.07128824,78.03489155,42.96538771,40.21486,91.62306659,44.38252139,63.59749153,103.1856121,93.10088781,100.8042727,89.93414728,107.9716662,80.91613174,109.7728476,113.7937945,176.4964508,85.34002143,48.46942569,93.83635199,104.2714544,59.21122461,72.18041765,76.36002399,47.99205703,101.4046983,93.93569993,67.65354382,45.52482261,68.10390579,69.23801906,66.83506935,112.1086918,65.63561227,101.5821324,89.55035701,90.03398777,76.70611948,78.09964197,64.11619475,49.89064458,31.88952681,86.3783003,108.8493373,64.03381603,28.77612475,87.21314417,86.73346807,41.00250327,49.04709385,124.2635894,69.59428295,84.76948591,67.46745057,23.1889755,56.3395717,50.23118381,58.59960186,96.82581449,58.16425303,84.07435612,71.06012543,56.83088467,72.02622346,99.6441425,116.1877994,75.1957765,58.55819291,98.99520561,80.02922502,82.72850882,73.59947849,73.00793372,52.77892637,52.65654358,115.7879964,106.7875578,76.15236302,74.058757,81.88518058,56.23679876,109.0679682,103.006787,35.10888863,75.71237402,89.56682562,44.4683489,85.45862506,77.42020054,85.88027049,103.7392295,85.10089662,85.13429155,103.7543175,62.00903953,90.07992724,41.74504803,66.82349897,74.26504076,105.9920016,86.43140465,54.83814888,110.6867544,52.83864043,110.319471,68.23440362,87.69743122,55.79415478,93.80267613,72.38628552,33.61654525,93.41729249,72.73721007,43.75307149,44.75399347,74.23814158,104.5174533,80.39897878,35.15821613,58.94768345,47.32999097,78.61009052,56.00541874,85.03098066,76.64496561,55.98315005,74.25236107,79.74529939,72.29974903,57.25041447,68.36014824,81.02837333,73.00376392,58.57861516,42.41264298,47.11011185,100.1410667,40.77280276,53.92514352,76.62486364,29.78177954,45.88718499,78.67528103,85.49123723,83.12627111,78.6500517,95.16985483,76.93857399,121.2062438,103.2258337,80.57415596,69.02638457,99.63560631,69.32817764,75.54477169,55.65468677,108.8349529,84.95485974,61.25106127,65.12490806,111.6648866,71.67764751,57.56171711,72.8439321,14.71899855,71.48441157,83.43535875,63.4050643,55.78063033,45.33379525,36.82378775,75.24665143,78.7697498,90.08779295,60.01737308,70.50454368,64.47304637,54.48523913,80.64684556,97.80643843,54.87630717,55.61353132,85.93186754,98.61620266,80.95030719,68.16723908,58.08751914,60.6858933,55.81606233,14.33153236,44.36432685,61.60967329,67.27571104,79.36458007,63.74876276,38.51860536,66.02390203,43.85294676,52.60056859,88.13461744,69.50069775,66.63531315,84.67404425,70.23750593,98.67670654,96.07169488,81.00273347,64.93226541,74.55460717,64.20438237,86.0034259,83.45553925,112.4373845,71.81848691,76.03953403,122.363472,77.11303475,53.03797804,59.4817635,97.22567442,23.76032255,63.74459124,106.5225708,45.3106359,58.54325295,49.41322544,80.37064052,65.35950411,66.20590441,51.77029911,106.9222389,59.20578487,71.93038976,78.66439256,69.52318982,96.57044319,87.41738862,23.1059841,51.10232925,73.91237283,87.8136545,60.42072406,66.17049775,78.28876727,83.52396061,61.60535052,65.76997297,39.7755697,69.47753192,66.78031788,62.79269846,70.84813443,52.86717456,83.08427876,38.45038175,95.23245424,97.32454504,70.85286982,68.69439658,88.97921785,102.5377131,73.966935,86.47729899,51.93335719,33.61516158,65.2530797,87.02960083,74.03127452,98.72077137,88.59396522,48.00781773,68.65719783,54.46211563,39.47441102,39.76568285,64.14236623,117.5959992,42.98917529,56.5981849,54.76529519,73.83968356,61.52812669,72.16119838,83.60476739,70.41039365,71.28524434,83.10083518,71.75665229,79.79123326,65.64856945,40.69846063,100.5631607,53.92358689,64.53950794,77.84366937
4,00:20:00,25.62398434,23.78656782,18.64353345,29.02044149,37.53212367,14.96718497,36.32866183,33.21248581,23.34678116,35.11336936,22.91308839,22.30048115,43.32925953,29.78648624,31.55083157,22.01372537,25.3151237,20.58102849,28.35414394,31.19013975,11.79710687,35.48885094,34.8892568,32.37975326,26.15087027,31.38596172,27.67935464,27.40431393,32.51930752,25.49690968,29.27793271,44.94671016,27.13813115,28.81402256,19.79282351,28.46339224,28.6888141,24.85720779,23.67496024,31.9191683,28.06526293,28.08043637,23.18222063,27.59248224,38.68161159,25.57466016,22.38920845,22.96692539,30.23242115,26.60196801,22.70403094,25.1827095,30.48577679,32.66511815,13.73737166,30.67836157,35.98879538,27.55429473,33.19708377,23.54450148,21.03610458,18.03635454,29.66267619,26.02151946,24.31566244,27.46200313,33.47881262,24.74357887,21.58335506,29.66787624,34.21556694,26.24526931,24.44445702,29.91406522,25.2069321,23.72574519,29.88388841,32.58315878,26.35762313,35.06351113,35.79728898,36.24936492,25.22485285,39.47959636,31.00801578,38.37674534,34.94836442,40.04061089,27.38900893,23.09321253,32.51741966,34.6934043,24.15927729,37.35290712,36.10558656,26.72720751,33.94643205,22.14917079,29.60930518,41.78453324,29.24601061,37.47748989,30.92880138,24.45345199,36.48078379,31.8680218,39.37376462,31.30656741,42.66926617,36.2124029,34.62435005,30.88427588,30.42153074,28.78921415,28.60296171,29.44859857,18.66296486,31.06264927,22.73705638,26.61477642,23.0026897,26.21951901,46.79260772,28.34153547,21.33121202,28.11053041,31.8631901,34.01503853,21.05044894,34.23215453,33.94279081,26.26388897,30.66661728,34.97070159,25.15568661,38.58134368,31.11089639,37.52003416,32.57361912,33.57034648,32.23893864,25.56628937,37.70980583,30.88599839,28.9984133,33.03874451,25.14112133,35.29240621,48.37835177,26.06020226,31.79756495,24.23059518,32.44047524,22.25685082,57.97785146,46.65739782,42.76717041,40.21314717,41.58598708,44.25999196,36.46903747,23.47233096,24.39155514,25.99042875,34.7441633,48.9522193,31.98367645,24.14844219,25.26802974,27.28617443,27.18951576,39.93454751,36.38479206,23.22566446,32.20208794,35.86091525,30.73234839,17.59615685,35.94639417,30.43479023,47.01136089,40.70185319,20.07333188,27.29428561,25.45695751,28.02286503,34.25165718,27.53732106,23.86255397,32.20176779,24.48455847,31.75140291,26.79408695,28.2937623,21.50891174,18.67243142,22.48809582,19.29865169,25.53481255,29.70173493,19.39953391,20.98533138,21.9080187,26.12696056,26.04742229,28.30879782,22.82874704,20.28595896,20.4573643,32.58913583,16.97338821,21.67845003,29.23383731,23.76382567,25.98064411,28.37982316,29.30982569,23.50325736,28.75671127,25.47093168,24.00189231,22.44121446,24.78055185,23.02747834,23.86557881,25.2980714,28.96830506,28.40874853,33.88922592,29.84463577,17.35928482,28.036621,18.19635326,24.41022598,22.29423391,32.85277639,19.01704208,31.97323075,30.14685104,19.29872211,18.3356148,25.7922289,21.33881732,25.51826237,29.27909436,16.55202224,29.1650148,24.86179706,32.37665369,22.49807357,35.13533122,24.51039762,24.36733907,39.96350589,27.97153141,24.11500115,19.55128518,21.4281357,23.64665373,28.32080839,33.65048505,32.56115521,23.83834096,31.73901857,25.01505859,29.71323081,21.87049529,33.33739087,22.10557931,21.32788567,24.57815885,30.89274613,16.43418675,25.74677722,27.20860525,29.43657461,28.79239435,30.05843947,31.04611406,25.70800146,21.02444941,20.07245251,24.75065243,35.42476611,24.6767426,30.24706111,22.19990569,33.92185304,24.3732358,21.18267998,23.49118673,27.12289075,26.09866363,18.96554377,24.36639013,21.32571377,29.50599601,18.37987992,26.91919911,26.9240704,16.58677429,23.62719618,30.19829488,32.19439576,30.33276381,24.07997088,32.14331264,29.82499281,14.55299084,29.65021602,30.89457021,18.59387006,31.32457418,26.42325456,23.93138345,30.22120669,31.81949656,25.3396546,30.26909699,30.41312168,19.52478788,24.25186015,23.29401553,22.31171188,17.32187655,19.09260454,31.14210934,19.03698697,28.95534563,15.3721569,24.65842746,29.2143098,22.69761475,19.59856469,20.68661151,23.30747413,21.07274855,24.80682547,16.93502158,24.48670461,20.69866953,31.30037253,19.73589015,15.20906947,22.51012966,20.68931059,24.50186394,20.09905821,21.04522118,15.96036385,17.16656162,40.49821564,25.22229137,31.76827568,27.07280573,23.39077152,30.60469948,33.44788996,32.91345307,31.99984042,22.64272318,28.51347429,20.51160527,24.1753389,18.65872569
5,00:25:00,23.32483334,20.15357618,23.01389129,24.39889147,46.09759892,30.59354459,22.5912102,38.53533702,40.27172113,22.47928271,28.59191964,28.8218446,18.85070701,32.42194406,25.46737577,21.54803196,13.95451941,22.17200025,22.06684141,37.94654029,29.72214357,25.51220748,28.12484964,32.09802217,33.57202097,31.66963914,33.63127671,27.48284971,31.12896113,23.68965421,25.88512798,26.53898671,33.80778373,26.41528776,34.43151706,33.35002143,27.91722635,19.30392043,26.59562559,28.6155764,25.15227875,26.88296202,33.45833731,30.18996106,28.91684633,18.93928291,32.3817684,30.86613778,16.42485568,22.81945257,27.08791194,21.44653729,27.25104627,29.64278802,28.03318005,24.84781779,33.98094024,30.82262507,34.43927226,31.64059382,30.81336208,34.33299898,21.06107457,28.51789108,24.69353279,33.0196481,31.60154072,25.90827769,18.69651671,35.76399447,21.68587795,24.42800544,31.63303557,24.82095068,18.97946808,30.25337483,36.41091417,39.69765404,38.14344139,30.32629525,18.94129272,34.84617338,22.54845293,23.66626774,27.62538817,40.62833948,26.26977505,29.93515955,23.22120824,26.55187715,25.46976769,51.78219822,32.5619096,25.29131628,27.8459692,49.2535288,41.17805672,47.02889533,38.92552937,43.03633423,31.32562952,32.05402536,27.75345029,33.07267207,34.42782345,37.09831065,25.24480708,36.57276695,20.40240507,34.30306028,38.34112416,44.38798316,23.86584158,34.00151027,43.90380584,33.87524787,29.96482449,47.42583495,31.78234848,24.54574186,36.34013482,33.59531754,23.82197629,42.28493497,33.65743077,28.9972488,42.46768497,42.46228022,35.59890484,49.31294962,27.89637917,59.95297088,35.21981478,40.57503614,36.31397537,42.28328043,21.8926964,42.61048518,42.72701645,26.32656481,28.69063908,20.42839929,46.69332634,27.33251003,33.97384559,40.88307051,36.40028409,22.03265166,27.30100515,41.72876568,23.82802103,35.79657307,41.90476177,39.22206943,36.15817388,42.31396673,31.6545122,45.32377787,23.99358174,33.66640944,40.79476662,21.92323792,31.79960387,41.25130273,37.24433746,28.56884493,45.57903001,29.93854511,43.29760056,20.38408906,24.73471387,50.09992868,44.48606291,25.04591937,36.2984486,47.39216423,45.17968828,34.0601151,43.01039277,44.23640497,25.17849245,38.3795181,26.81337854,23.69194801,30.24794708,24.33975681,26.40825374,29.23005948,28.97066311,20.06533039,22.96838198,33.44551716,33.36964355,29.74389595,25.82206889,16.54674662,21.97398545,31.45173439,23.87816556,19.80806548,19.27864483,22.39244283,35.40003276,35.8577381,31.36128994,30.5142593,16.09037967,24.08370699,16.06129442,33.84695294,31.24060601,27.96684516,18.91365522,23.74472066,30.8795777,22.28175292,21.61680049,33.49330597,23.92627074,25.77072545,26.47775506,27.00192172,15.77738045,37.08561542,24.40546643,28.76018176,18.31640387,28.03974972,22.79767998,20.89452772,21.4528751,11.22147111,27.52448275,23.59951039,25.85049175,31.03107911,32.82891877,32.03854714,22.76298078,12.17166267,19.6188136,19.6407078,25.91966566,28.26764778,25.04927834,26.13451407,27.52387944,23.32128681,23.10825325,28.93996268,28.73177794,16.08092628,24.29607454,20.40015807,22.81820579,27.20120291,24.97582338,35.09499598,25.9591285,16.64333712,28.4270598,21.82871299,27.89899296,19.08124733,33.08890881,20.12466333,17.78446325,35.08217624,23.73253924,27.22807913,20.30345867,25.49740692,25.20113328,25.84944983,23.58860105,22.27035348,29.42754017,21.11788251,21.71870007,26.16208884,35.66085466,24.31536691,21.06933473,27.97628664,31.51801392,28.28996786,20.13748933,34.20538577,18.84684866,31.17326202,21.94236611,32.40443971,24.25309188,30.08107767,31.85159956,27.33572271,25.41187708,24.92753395,19.73478842,19.12798251,19.61368983,23.04399778,22.90344635,15.37514645,26.88835937,24.47921809,21.61192854,14.14708033,20.50338266,23.90889523,29.90169761,20.44715594,27.35821324,21.5562474,27.82165472,24.61367416,22.04018859,23.48880043,22.06714704,25.03106127,17.96272115,21.29494188,16.46736497,28.70481555,15.68110099,26.84571939,27.86216704,30.55493101,25.12177864,19.4611507,31.70398232,29.47749661,25.90585185,21.3039286,34.0205359,24.28658588,25.5213472,31.21104101,24.5731889,29.73241386,27.06221692,16.22389523,23.6823652,26.9211465,25.14952827,32.19810021,19.11810598,26.97337216,26.72233848,22.06738572,29.65608642,23.74498164,23.33115843,21.82595222,22.18954973,28.40243907,20.89705545,21.42707119,15.40414793,31.08131821,19.20837838,30.22897533,33.12370734,22.83820114,30.96017891
6,00:30:00,30.19246045,34.55501398,27.43601683,24.61234122,24.7099933,32.31232801,34.32627284,20.6127221,37.63732358,22.43521915,36.79659081,38.94320006,34.60496748,32.79737479,33.69290497,39.84458516,18.56296924,31.61964011,18.13880797,26.02612074,24.04000904,34.10429411,29.41688513,31.46507969,30.39708976,36.64666201,31.87780172,40.71358419,33.39431661,36.62140066,36.20103263,30.62163147,20.18693275,28.0971981,29.49049056,42.72884144,30.20514319,26.77429092,26.00222297,27.51352178,14.98480293,32.09538861,30.37768746,32.6938878,36.62623336,31.26742213,28.82160254,17.60952484,24.50068265,31.09438864,32.9667007,11.2553526,33.21071201,32.03263243,23.88112162,34.07219999,25.16747228,25.10627846,47.21680941,27.82447292,35.11697649,37.75130186,27.52733646,38.3959612,39.80842562,29.76143196,34.74969017,38.30344711,22.25383972,25.59768936,36.15616503,31.81363831,27.24577082,36.36912208,19.80220988,17.44094743,29.24309771,34.86853544,35.39362006,23.37400023,20.46539696,31.73257293,34.87123477,33.19593761,27.22446959,26.98645964,21.54405835,37.83777926,23.82048409,34.33465114,28.14227113,36.91248892,21.13851561,46.30066246,51.70977542,28.74392337,37.92594535,26.66485049,32.00653914,32.65314586,39.39632728,29.24940759,43.45413103,50.76494885,27.0138782,32.32371654,27.56303887,35.3719495,30.20148693,14.60826019,16.12647416,33.47449102,31.17371786,37.54798431,48.72541013,29.4550002,45.56175913,30.67117349,37.24397691,25.849564,32.23150168,20.49207816,32.80660059,27.62653941,30.01182194,38.68208833,36.58259887,33.25194633,23.77546676,40.36311625,31.01812357,39.38721339,38.62476611,34.19593901,42.64302893,14.74411086,21.81889782,27.41623748,42.70634388,35.50586694,27.38958224,39.33483891,42.62790162,44.16429552,50.13719358,30.87759529,30.70731975,34.68194415,27.62625876,30.78032338,36.40500211,39.86659352,26.22756326,36.65343632,25.64825914,39.60389498,28.81028818,38.12948763,33.74119743,24.84830731,40.36294857,42.5996575,42.18816499,33.47576599,33.53449928,30.88523685,35.56728607,17.7550808,37.96190536,40.30929263,40.93455074,25.97499147,41.56551456,40.4228385,33.37732889,32.6948835,35.82912644,37.31930315,38.3483863,41.22409307,26.25164596,21.79835871,12.04735705,19.75829125,26.26858436,21.46884417,28.14195796,26.86322088,23.92391701,26.53858694,22.29553964,24.13570967,18.80930007,21.76110263,30.48402173,32.68075464,29.87727299,31.60353338,22.57996099,27.00556912,31.7804118,28.00151899,26.23126623,13.4031974,29.14393465,35.37207535,30.74979717,26.77166266,29.19779925,17.930082,22.55252968,22.60682649,34.46564479,31.01576932,26.44078574,25.66501233,23.10584495,18.67664294,22.29541108,30.16141925,27.1295294,26.05087357,33.28152915,24.23178159,25.40616543,30.89843951,29.05566886,25.39440873,33.79124026,23.69711853,30.85415406,20.81762876,29.97046877,28.3322553,21.81422771,13.54669167,29.06036737,33.1305768,23.9703404,24.11100526,17.95787572,31.04125996,28.18957691,28.70277021,19.73011652,20.07989307,27.33779832,17.38035419,18.46035291,30.75845614,29.1994692,21.30075252,24.84223325,29.03264243,31.64557596,22.22142272,22.81646709,23.57869878,17.53605334,25.84152428,23.75226157,28.98626663,23.35343176,29.8139885,21.16385487,22.53309232,32.39103868,26.60956128,19.29187835,23.7967809,23.74529955,14.91267795,34.27802063,25.55783849,24.91154153,25.55670574,18.46992332,22.39205805,27.2401802,26.77793447,23.16849253,23.74446848,18.25134228,16.39099772,23.76493441,31.95077555,28.12417066,16.97714087,17.26855197,22.24194176,30.60712786,23.59096326,25.42929501,24.31161541,21.69456028,22.49476736,21.36263786,22.46655816,18.60712794,19.7007799,19.50423191,22.33277873,21.11834123,19.21471779,26.88161137,24.00091846,23.06545509,26.11190839,22.31897414,20.84674228,17.53493619,19.72426991,25.43551213,19.80700818,18.06391626,18.34052188,23.88068934,25.87987123,18.07258399,22.33582948,19.82095573,23.74004901,23.41796036,19.32112445,25.05651713,25.79199274,17.88318676,20.50712365,21.80804659,22.34978634,19.4439241,28.29137604,20.96115363,18.56491093,17.48682928,17.63833456,26.32382545,29.04333005,23.04193933,19.09557102,25.09004242,21.40575714,24.6320373,18.91286516,23.75598157,18.8218174,23.88303993,17.4279034,15.12592996,21.85350185,29.31195668,24.0096359,23.6471106,23.91912765,20.98685676,17.60792741,16.43744508,16.90659018,15.03188615,24.53444056,16.96400949,19.07638297,29.50898795,22.56354318,15.82437338
